# SCOWL/ESDB 2020.12.07 American size 60
# Generated from english-words and american-words levels 10,20,35,40,50,55,60.
50	allover
10	allow
20	allowable
60	allowably
20	allowance
20	allowances
10	allowed
10	allowing
10	allows
35	alloy
35	alloyed
35	alloying
35	alloys
50	allspice
35	allude
35	alluded
35	alludes
35	alluding
35	allure
35	allured
60	allurement
60	allurements
35	allures
35	alluring
55	alluringly
35	allusion
35	allusions
50	allusive
50	allusively
60	allusiveness
50	alluvial
50	alluvium
50	alluviums
20	ally
35	allying
35	almanac
35	almanacs
35	almighty
35	almond
35	almonds
55	almoner
55	almoners
10	almost
35	alms
55	almshouse
55	almshouses
50	aloe
50	aloes
35	aloft
40	aloha
40	alohas
10	alone
10	along
60	alongshore
20	alongside
35	aloof
60	aloofly
50	aloofness
20	aloud
60	alp
50	alpaca
50	alpacas
20	alpha
20	alphabet
20	alphabetic
20	alphabetical
35	alphabetically
60	alphabetization
60	alphabetizations
50	alphabetize
50	alphabetized
60	alphabetizer
60	alphabetizers
50	alphabetizes
50	alphabetizing
35	alphabets
35	alphanumeric
60	alphanumerical
60	alphanumerically
50	alphas
40	alpine
55	alpines
60	alps
10	already
40	alright
10	also
35	altar
55	altarpiece
55	altarpieces
35	altars
10	alter
35	alterable
20	alteration
20	alterations
40	altercation
40	altercations
10	altered
10	altering
10	alternate
35	alternated
35	alternately
35	alternates
35	alternating
35	alternation
40	alternations
10	alternative
10	alternatively
10	alternatives
35	alternator
50	alternators
10	alters
10	although
50	altimeter
50	altimeters
35	altitude
35	altitudes
35	alto
10	altogether
35	altos
35	altruism
50	altruist
35	altruistic
50	altruistically
50	altruists
50	alum
60	alumina
35	aluminum
40	alumna
40	alumnae
40	alumni
40	alumnus
50	alums
55	alveolar
55	alveolars
10	always
10	am
50	amalgam
35	amalgamate
35	amalgamated
35	amalgamates
35	amalgamating
35	amalgamation
35	amalgamations
50	amalgams
50	amanuenses
50	amanuensis
50	amaranth
50	amaranths
60	amaretto
50	amaryllis
50	amaryllises
35	amass
35	amassed
35	amasses
35	amassing
20	amateur
35	amateurish
55	amateurishly
55	amateurishness
50	amateurism
35	amateurs
50	amatory
20	amaze
20	amazed
35	amazement
20	amazes
20	amazing
20	amazingly
50	amazon
55	amazonian
50	amazons
20	ambassador
40	ambassadorial
35	ambassadors
50	ambassadorship
50	ambassadorships
60	ambassadress
60	ambassadresses
20	amber
50	ambergris
35	ambiance
35	ambiances
60	ambidexterity
35	ambidextrous
50	ambidextrously
20	ambient
20	ambiguities
20	ambiguity
10	ambiguous
35	ambiguously
55	ambit
35	ambition
35	ambitions
20	ambitious
35	ambitiously
50	ambitiousness
35	ambivalence
35	ambivalent
50	ambivalently
35	amble
35	ambled
60	ambler
60	amblers
35	ambles
35	ambling
50	ambrosia
60	ambrosial
35	ambulance
55	ambulanceman
55	ambulancemen
35	ambulances
55	ambulancewoman
55	ambulancewomen
60	ambulant
60	ambulate
60	ambulated
60	ambulates
60	ambulating
60	ambulation
60	ambulations
50	ambulatories
50	ambulatory
60	ambuscade
60	ambuscaded
60	ambuscades
60	ambuscading
35	ambush
35	ambushed
35	ambushes
35	ambushing
40	ameliorate
40	ameliorated
40	ameliorates
40	ameliorating
40	amelioration
60	ameliorative
35	amen
60	amenability
35	amenable
60	amenably
20	amend
50	amendable
20	amended
20	amending
20	amendment
35	amendments
20	amends
35	amenities
35	amenity
60	amerce
60	amerced
60	amercement
60	amercements
60	amerces
60	amercing
60	americium
35	amethyst
35	amethysts
50	amiability
35	amiable
35	amiably
50	amicability
35	amicable
35	amicably
35	amid
60	amide
60	amides
60	amidship
50	amidships
50	amigo
50	amigos
60	amine
60	amines
50	amino
35	amiss
60	amitriptyline
50	amity
50	ammeter
50	ammeters
40	ammo
35	ammonia
60	ammonium
35	ammunition
35	amnesia
40	amnesiac
40	amnesiacs
60	amnesic
60	amnesics
35	amnestied
35	amnesties
35	amnesty
35	amnestying
50	amniocenteses
50	amniocentesis
60	amnion
60	amnions
60	amniotic
35	amoeba
35	amoebae
35	amoebas
50	amoebic
35	amok
10	among
60	amontillado
60	amontillados
35	amoral
50	amorality
50	amorally
35	amorous
50	amorously
50	amorousness
35	amorphous
50	amorphously
50	amorphousness
55	amortizable
50	amortization
50	amortizations
50	amortize
50	amortized
50	amortizes
50	amortizing
10	amount
35	amounted
35	amounting
10	amounts
50	amour
50	amours
60	amoxicillin
20	amp
50	amperage
35	ampere
35	amperes
35	ampersand
35	ampersands
35	amphetamine
35	amphetamines
35	amphibian
35	amphibians
35	amphibious
60	amphibiously
35	amphitheater
35	amphitheaters
55	amphora
60	amphorae
60	ampicillin
20	ample
35	ampler
35	amplest
35	amplification
35	amplifications
35	amplified
20	amplifier
35	amplifiers
35	amplifies
35	amplify
35	amplifying
35	amplitude
50	amplitudes
35	amply
35	amps
50	ampule
50	ampules
35	amputate
35	amputated
35	amputates
35	amputating
35	amputation
35	amputations
40	amputee
40	amputees
35	amulet
35	amulets
10	amuse
10	amused
20	amusement
35	amusements
10	amuses
10	amusing
35	amusingly
60	amygdala
60	amylase
60	amyloid
10	an
60	anabolism
35	anachronism
35	anachronisms
40	anachronistic
55	anachronistically
50	anaconda
50	anacondas
60	anaerobe
60	anaerobes
50	anaerobic
60	anaerobically
20	anagram
40	anagrams
35	anal
50	analgesia
35	analgesic
35	analgesics
55	anally
10	analog
60	analogical
60	analogically
35	analogies
60	analogize
60	analogized
60	analogizes
60	analogizing
20	analogous
50	analogously
60	analogousness
50	analogs
10	analogue
50	analogues
20	analogy
60	analysand
60	analysands
20	analyses
10	analysis
20	analyst
35	analysts
35	analytic
35	analytical
50	analytically
60	analytics
60	analyzable
20	analyze
